date,review,score,month,day,tfidf_features
2024-12-14,"Amazing     
No need
To
EXPLAIN",5.0,2024-12,14,"amazing:0.42, need:0.69, no:0.53, to:0.25"
2024-12-13,This movie was a masterpiece,5.0,2024-12,13,"masterpiece:0.81, movie:0.28, this:0.30, was:0.41"
2024-11-29,Awesome movie love this .,5.0,2024-11,29,"awesome:0.65, love:0.63, movie:0.29, this:0.32"
2024-11-18,"It is definitely an excellent movie. You should watch it at any time, even before you die. It is a great movie, especially in terms of visual effects, character development and acting. It is a very good and high-quality movie. It also has sequels and 2 new movies will be released, and the last 2 movies of the sequels were beyond great. But as the first movie and as a start, it is a logical, beautiful and high quality movie that you should watch whenever you can.",4.0,2024-11,18,"acting:0.12, also:0.11, an:0.08, and:0.26, any:0.12, as:0.16, at:0.09, be:0.09, beautiful:0.15, before:0.11, but:0.07, can:0.10, character:0.09, definitely:0.12, development:0.13, effects:0.11, especially:0.13, even:0.10, excellent:0.13, first:0.08, good:0.08, great:0.13, has:0.09, high:0.29, in:0.06, is:0.21, it:0.31, last:0.14, movie:0.23, movies:0.15, new:0.12, of:0.09, should:0.27, start:0.12, that:0.06, the:0.11, time:0.08, very:0.09, visual:0.13, watch:0.21, were:0.10, will:0.11, you:0.34"
2024-11-18,"Direção: Bom
Atuação: Bom
Roteiro: Bom
Caracterização: Bom
Soundtrack: Bom",5.0,2024-11,18,bom:1.00
2024-11-11,"5/5 one of the best movies of all time, especially in the theaters bro seeing all these characters come together! Peak cinema bro",5.0,2024-11,11,"all:0.32, best:0.17, characters:0.19, cinema:0.34, come:0.27, especially:0.33, in:0.15, movies:0.19, of:0.23, one:0.16, seeing:0.31, the:0.18, theaters:0.36, these:0.26, time:0.19, together:0.20"
2024-11-07,"Achei um dos melhores filmes do UCM, o jeito que conseguem unir personagens com personalidades completamente opostas e formarem um grupo tão bom, mas eu acho que existem filmes melhores, o filme tem um roteiro bom e com poucos furos, então eu recomendo.",4.0,2024-11,7,"bom:0.51, do:0.19, filme:0.23, que:0.43, um:0.69"
2024-10-22,It was one of the best superhero films out at the time. This was a time before they started ruining the stories with political messages and other politics.,5.0,2024-10,22,"and:0.11, at:0.22, before:0.28, best:0.18, films:0.23, it:0.13, of:0.12, one:0.16, other:0.26, out:0.23, started:0.36, superhero:0.19, the:0.27, they:0.22, this:0.13, time:0.38, was:0.34, with:0.17"
2024-10-14,It was one of the best superhero films out at the time. This was a time before they started ruining the stories with political messages and other politics. Long story short it was before they started following the same downward spiral as the comic book industry. This was back when they wanted to tell good stories to the majority of its audience instead of insulting them.,5.0,2024-10,14,"and:0.06, as:0.10, at:0.11, audience:0.19, back:0.16, before:0.29, best:0.09, book:0.13, comic:0.13, films:0.12, good:0.10, it:0.13, its:0.13, long:0.17, of:0.18, one:0.08, other:0.14, out:0.12, same:0.17, started:0.37, story:0.12, superhero:0.10, the:0.28, them:0.14, they:0.34, this:0.13, time:0.20, to:0.13, was:0.35, when:0.13, with:0.09"
2024-10-14,Of course I love this movie. It’s the biggest blockbuster in the 2010s I don’t know a single person who hates it.,4.5,2024-10,14,"blockbuster:0.33, course:0.40, don:0.32, in:0.16, it:0.28, know:0.36, love:0.26, movie:0.12, of:0.12, single:0.40, the:0.20, this:0.13, who:0.30"
2024-10-12,"You can't beat the classics, back when Marvel movies had good writing.",5.0,2024-10,12,"back:0.41, can:0.31, good:0.25, had:0.36, marvel:0.22, movies:0.25, the:0.12, when:0.34, writing:0.47, you:0.28"
2024-09-29,92/100 This movie I rewatched more than any other Marvel movie.,4.5,2024-09,29,"any:0.49, marvel:0.27, more:0.38, movie:0.37, other:0.43, than:0.42, this:0.20"
2024-09-21,That movie is very great.,4.0,2024-09,21,"great:0.45, is:0.35, movie:0.31, that:0.42, very:0.63"
2024-09-19,Incredible movie and end to phase 1 of the mcu! I heavily recommend this movie,5.0,2024-09,19,"and:0.15, end:0.38, incredible:0.42, mcu:0.28, movie:0.31, of:0.16, phase:0.38, recommend:0.49, the:0.13, this:0.17, to:0.18"
2024-09-06,Great and doesn't take too much MCU knowledge to understand the plot,5.0,2024-09,6,"and:0.13, doesn:0.41, great:0.20, mcu:0.25, much:0.31, plot:0.33, take:0.42, the:0.11, to:0.16, too:0.32, understand:0.44"
2024-09-04,"'Marvel's The Avengers' will always be the defining superhero movie of a generation, one that changed the entire landscape of superhero movies for better or for worse. It perfectly juggles it's complex characters and their development, is filled with action-packed hero-vs-hero fights that you'd expect, and culminates in a memorable finale that will have fans anxiously awaiting the next team up. Superhero films may not be loved by everyone in today's landscape, but to those who experience this one at the height of it's popularity, they will never forget it. Like the premise of this and it's sequels film, we assembled for it.",5.0,2024-09,4,"action:0.07, always:0.13, and:0.13, at:0.09, avengers:0.06, be:0.17, better:0.10, but:0.07, by:0.10, changed:0.15, characters:0.08, development:0.13, entire:0.13, everyone:0.11, expect:0.15, experience:0.13, fans:0.12, filled:0.14, film:0.07, films:0.09, for:0.19, have:0.09, hero:0.23, in:0.12, is:0.05, it:0.31, like:0.09, loved:0.12, marvel:0.07, may:0.14, memorable:0.14, movie:0.05, movies:0.08, never:0.12, not:0.08, of:0.18, one:0.13, or:0.11, packed:0.11, perfectly:0.12, superhero:0.23, team:0.09, that:0.18, the:0.22, their:0.10, they:0.09, this:0.10, those:0.14, to:0.05, up:0.08, we:0.11, who:0.11, will:0.32, with:0.07, you:0.08"
2024-09-04,Maybe this is peak nostalgia,4.5,2024-09,4,"is:0.71, this:0.70"
2024-08-31,Just an all around great superhero movie,4.5,2024-08,31,"all:0.30, an:0.36, around:0.58, great:0.31, just:0.41, movie:0.21, superhero:0.36"
2024-08-31,"I know people don't like avengers, but I think it's a great superhero movie.",4.5,2024-08,31,"avengers:0.20, but:0.23, don:0.39, great:0.22, it:0.17, know:0.44, like:0.30, movie:0.15, people:0.38, superhero:0.26, think:0.40"
2024-08-30,"This movie acts as a perfect tone setter for the establishment of an expansive cinematic universe, that would ultimately be as successful as the MCU has been.",4.0,2024-08,30,"an:0.19, as:0.59, be:0.21, been:0.26, cinematic:0.29, for:0.15, has:0.23, mcu:0.19, movie:0.11, of:0.11, perfect:0.26, that:0.15, the:0.18, this:0.12, universe:0.27, would:0.27"
2024-08-27,"Two's a company, Three's a crowd. And this one is too very crowded. With a predictable script, this film is very heroically star sprangled but for me it was a bore after the first hour watch.",2.5,2024-08,27,"after:0.27, and:0.10, but:0.16, film:0.15, first:0.18, for:0.14, is:0.23, it:0.12, me:0.24, one:0.15, script:0.28, star:0.32, the:0.08, this:0.23, too:0.24, two:0.30, very:0.41, was:0.15, watch:0.24, with:0.16"
2024-08-19,Totally epic movie. Always be a fan of Avengers.,5.0,2024-08,19,"always:0.54, avengers:0.25, be:0.34, epic:0.45, fan:0.51, movie:0.18, of:0.18"
2024-08-19,"The costumes of the actors seemed to be very real, as if they were in their roles. The dress is really beautiful.",5.0,2024-08,19,"actors:0.29, as:0.20, be:0.21, beautiful:0.36, if:0.25, in:0.15, is:0.12, of:0.11, real:0.34, really:0.22, roles:0.36, the:0.27, their:0.24, they:0.21, to:0.13, very:0.22, were:0.25"
2024-08-18,The culmination of the first phase of Marvel and no one could have done it better than the director Joss Whedon.,5.0,2024-08,18,"and:0.10, better:0.25, could:0.26, culmination:0.32, director:0.33, done:0.26, first:0.19, have:0.20, it:0.12, joss:0.27, marvel:0.16, no:0.26, of:0.22, one:0.15, phase:0.26, than:0.25, the:0.26, whedon:0.26"
2024-08-15,The day 6 legends were born....,4.5,2024-08,15,"day:0.76, the:0.21, were:0.61"
2024-08-04,If this movie is not a must see I don't know what is !,5.0,2024-08,4,"don:0.38, if:0.33, is:0.33, know:0.43, movie:0.15, must:0.39, not:0.26, see:0.32, this:0.16, what:0.29"
2024-07-29,#Recommended 5/10,2.5,2024-07,29,10:1.00
2024-07-28,This movie is one of the greatest multi-main character action movies of all time,4.5,2024-07,28,"action:0.24, all:0.23, character:0.33, greatest:0.40, is:0.18, main:0.47, movie:0.16, movies:0.26, of:0.32, one:0.22, the:0.13, this:0.18, time:0.27"
2024-07-27,Hulk smash! The begging of the end for the big guy.,4.5,2024-07,27,"big:0.48, end:0.48, for:0.27, hulk:0.45, of:0.20, the:0.47"
2024-06-25,"Very good movie, I wish they could’ve kept up with the good work.",4.5,2024-06,25,"could:0.36, good:0.50, movie:0.15, the:0.12, they:0.29, up:0.26, ve:0.38, very:0.30, with:0.23, work:0.38"
2024-06-23,You need to see this movie. Little to no background knowledge needed versus other Marvel movies.,5.0,2024-06,23,"little:0.36, marvel:0.21, movie:0.14, movies:0.24, need:0.46, no:0.35, other:0.33, see:0.31, this:0.16, to:0.33, you:0.27"
2024-06-21,"I like this movie. It as a good pace, keep us riveted to the screen.  A+ cast.",4.5,2024-06,21,"as:0.30, cast:0.40, good:0.29, it:0.20, like:0.34, movie:0.17, screen:0.42, the:0.14, this:0.19, to:0.20, us:0.46"
2024-06-13,"9 / 10.  Fast paced, good story!",4.0,2024-06,13,"10:0.67, good:0.47, story:0.57"
2024-06-09,One of marvels better outings.,5.0,2024-06,9,"better:0.54, marvels:0.73, of:0.24, one:0.33"
2024-06-09,"One of the best movies of MCU, characters developing were excellent, plot were amazing",5.0,2024-06,9,"amazing:0.26, best:0.21, characters:0.22, excellent:0.37, mcu:0.24, movies:0.22, of:0.27, one:0.19, plot:0.31, the:0.11, were:0.61"
2024-06-06,Still holds up today as one of the better MCU movies!,4.0,2024-06,6,"as:0.30, better:0.39, holds:0.55, mcu:0.30, movies:0.28, of:0.17, one:0.24, still:0.33, the:0.14, up:0.29"
2024-06-04,"Esse  filme é a transição para o sucesso na Marvel, sendo incrível e bom! Além de boa ação. O problema é ter um vilão como o loki que nem se compara a eles, além de ser fraco e encurtar o filme.",3.5,2024-06,4,"bom:0.31, de:0.47, filme:0.55, loki:0.18, marvel:0.13, para:0.30, que:0.26, se:0.30, um:0.28"
2024-05-31,"Solid. It isn’t quite peak Avengers, and the pacing isn’t as exciting as later on, but this does what it should for the universe and characters.",4.0,2024-05,31,"and:0.16, as:0.30, avengers:0.11, but:0.13, characters:0.14, does:0.23, exciting:0.26, for:0.12, isn:0.51, it:0.20, later:0.27, on:0.16, quite:0.27, should:0.25, solid:0.25, the:0.14, this:0.09, universe:0.21, what:0.17"
2024-05-31,"tem um desenvolvimento de personagem incrivel, atuação otima, efeitos especiais impecaveis a não ser pelo thanos no final, um vilão fantastico, e definitivamente um filme que fez historia, fez o genero de super heroi ser incrivelmente popular, mesmo os criticos normalmente não gostando de super herois deram notas altissimas ou seja, convenceu ate os do contra",5.0,2024-05,31,"de:0.52, do:0.17, filme:0.21, final:0.19, no:0.17, que:0.19, super:0.34, thanos:0.21, um:0.62"
2024-05-19,This movie works all around the board. It keeps the plot simple and adheres to the core of each character. Great acting too.,5.0,2024-05,19,"acting:0.33, all:0.18, and:0.12, around:0.36, character:0.27, each:0.29, great:0.19, it:0.15, movie:0.13, of:0.13, plot:0.30, the:0.31, this:0.14, to:0.15, too:0.30, works:0.39"
2024-05-18,"Marvel nailed it with this one. 
Every character gets their time to shine and interact with each other, which makes for great laughs and memorable fight scenes. The villain and storyline are also perfectly executed, that also teases Thanos.",5.0,2024-05,18,"also:0.37, and:0.22, are:0.14, character:0.16, each:0.17, every:0.18, fight:0.19, for:0.11, gets:0.23, great:0.11, it:0.09, makes:0.20, marvel:0.11, memorable:0.23, one:0.11, other:0.18, perfectly:0.21, scenes:0.18, shine:0.24, storyline:0.23, thanos:0.24, that:0.10, the:0.06, their:0.17, this:0.08, time:0.13, to:0.09, villain:0.17, which:0.19, with:0.23"
2024-05-08,"The first real superhero collaboration movie that worked really well. The visuals were incredible, hell of a movie.",5.0,2024-05,8,"first:0.23, incredible:0.36, movie:0.27, of:0.14, real:0.41, really:0.27, superhero:0.23, that:0.18, the:0.22, well:0.26, were:0.31, worked:0.43"
2024-04-30,A blockbuster cast with special effects and costume design that didn't age as well as earlier Marvel  films. RDJ and Hiddleston carry this one.,4.0,2024-04,30,"age:0.35, and:0.20, as:0.38, blockbuster:0.30, cast:0.25, didn:0.28, effects:0.27, films:0.22, hiddleston:0.31, marvel:0.16, one:0.15, special:0.30, that:0.14, this:0.12, well:0.21, with:0.16"
2024-04-21,"I want to share with you a review of the movie ""The Avengers"", which was released by Marvel in 2012. The film is directed by Joss Whedon. The film's budget is $220,000,000. Starring Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Tom Hiddleston, Clark Gregg, Cobie Smulders, Stellan Skarsgard, Samuel L. Jackson.
The story begins with an experiment on the Tesseract, an ancient relic that is a source of infinite energy at the base of the SHIELD, where Loki, the God of lies and deceit, appears from a portal. He takes possession of the Tesseract and forces Clint Barton and Eric Selvig to also declare war for the subjugation of the Earth. Fury then turns to the most powerful heroes for help, activating the ""Avengers Initiative"" to save the Tesseract and stop the attack planned by Loki. He unites Steve Rogers, Tony Stark, Bruce Banner, the Thunder God Thor, Agent Romanoff and later Hawkeye. Together they must fight Loki's army to protect the Earth.
The acting is excellent, I especially liked the performance of Robert Downey Jr., who played Iron Man. I had the feeling that he was not playing, but living this little life, getting tremendous pleasure from this image. I also liked the music playing in the film, especially AC/DC - Shoot To Thrill.
I really liked the ending, where the true character of Tony Stark is revealed very well. It was interesting to watch, and if you like the Marvel universe, then you just need to watch it.",5.0,2024-04,21,"2012:0.06, acting:0.06, also:0.11, an:0.08, and:0.13, at:0.05, avengers:0.06, banner:0.07, bruce:0.07, but:0.04, by:0.16, character:0.05, chris:0.16, downey:0.13, earth:0.13, ending:0.07, especially:0.14, excellent:0.06, fight:0.06, film:0.10, for:0.07, from:0.09, fury:0.07, god:0.15, had:0.06, hawkeye:0.07, he:0.17, heroes:0.05, hiddleston:0.07, if:0.05, in:0.06, interesting:0.06, iron:0.06, is:0.13, it:0.05, jackson:0.08, jeremy:0.08, johansson:0.07, joss:0.06, jr:0.13, just:0.05, later:0.07, life:0.07, like:0.05, liked:0.21, little:0.06, loki:0.14, man:0.05, mark:0.06, marvel:0.07, most:0.05, movie:0.02, music:0.07, must:0.06, need:0.07, not:0.04, of:0.19, on:0.05, performance:0.07, really:0.05, renner:0.07, robert:0.13, ruffalo:0.06, save:0.07, scarlett:0.08, stop:0.08, story:0.05, takes:0.08, that:0.06, the:0.49, then:0.12, they:0.05, this:0.05, thor:0.06, to:0.21, together:0.04, tom:0.07, tony:0.15, true:0.07, universe:0.06, very:0.05, want:0.07, war:0.07, was:0.10, watch:0.11, well:0.05, whedon:0.06, where:0.13, which:0.06, who:0.06, with:0.07, you:0.13"
2024-04-16,The entire movie was slow and repetitive. Nothing original or interesting. I skipped through most of it. But I did enjoy watching Robert Downey and Scarlet Johannson. So I gave it 2 stars for those two.,2.0,2024-04,16,"and:0.15, but:0.12, did:0.20, downey:0.23, enjoy:0.25, entire:0.23, for:0.11, interesting:0.22, it:0.19, most:0.18, movie:0.08, nothing:0.23, of:0.08, or:0.21, original:0.24, robert:0.23, slow:0.25, so:0.16, stars:0.26, the:0.07, those:0.26, through:0.26, two:0.24, was:0.12, watching:0.21"
2024-04-03,It's a great start to the series. Plot is pretty good and implementation is great (like in most Marvels). Overall VERY solid.,4.5,2024-04,3,"and:0.10, good:0.18, great:0.31, in:0.14, is:0.24, it:0.12, like:0.21, marvels:0.33, most:0.24, overall:0.28, plot:0.25, pretty:0.28, series:0.32, solid:0.31, start:0.27, the:0.09, to:0.12, very:0.21"
2024-03-25,"It is one of the best movies that Marvel has ever made and the film has it all; the jokes, action and beautiful visual effects for its time.",5.0,2024-03,25,"action:0.14, all:0.14, and:0.18, beautiful:0.32, best:0.15, effects:0.24, ever:0.20, film:0.14, for:0.14, has:0.40, is:0.11, it:0.22, its:0.21, jokes:0.31, made:0.23, marvel:0.14, movies:0.16, of:0.10, one:0.14, that:0.13, the:0.23, time:0.16, visual:0.28"
2024-03-20,I mean what else would you expect from Marvel. The prior solo films of some of the main characters led us to this point that will kickstart a journey unlike anything in cinema since Star Wars.,5.0,2024-03,20,"anything:0.26, characters:0.14, cinema:0.25, else:0.27, expect:0.27, films:0.17, from:0.17, in:0.11, main:0.25, marvel:0.12, of:0.17, point:0.24, since:0.24, solo:0.26, some:0.19, star:0.26, that:0.11, the:0.14, this:0.09, to:0.10, us:0.23, what:0.17, will:0.20, would:0.21, you:0.16"
2024-03-17,"Una película emocionante, que supo manejar a los personajes y adaptarlos muy bien, me encantó como desarrollaban y acababan con el conflicto, definitivamente marvel estaba en sus mejores momentos.",4.5,2024-03,17,"el:0.40, en:0.39, los:0.38, marvel:0.18, me:0.29, película:0.39, que:0.36, una:0.39"
2024-03-16,Such a good movie with a classic adventures feel. i have seen this like 1000 times.,5.0,2024-03,16,"classic:0.37, feel:0.38, good:0.24, have:0.26, like:0.28, movie:0.14, seen:0.36, such:0.38, this:0.16, times:0.39, with:0.21"
2024-03-13,im el iron man tatattatttatattatattatatattatattatatyattatataytatytat,4.0,2024-03,13,"el:0.70, iron:0.52, man:0.50"
2024-03-07,The fun cast and simple exciting story makes up for a poor production,4.0,2024-03,7,"and:0.16, cast:0.39, exciting:0.50, for:0.23, fun:0.33, makes:0.44, story:0.34, the:0.14, up:0.29"
2024-03-05,Love it! The way they brought it all together in this movie and staged opportunities on where to go from here - enjoying MCU much more than I thought I would’ve.,5.0,2024-03,5,"all:0.14, and:0.09, brought:0.28, from:0.19, go:0.29, here:0.29, in:0.13, it:0.22, love:0.21, mcu:0.17, more:0.20, movie:0.10, much:0.21, on:0.18, than:0.22, the:0.08, they:0.18, this:0.11, thought:0.26, to:0.11, together:0.17, ve:0.24, way:0.20, where:0.27, would:0.23"
2024-03-02,UM DOS MELHORES FILME DA MINHA VIDA SE NÃO O MELHOR,5.0,2024-03,2,"filme:0.56, se:0.61, um:0.57"
2024-03-01,"Wow...what a movie. One of the best from Marvel. Everything works in the Avengers, there is hardcore action, funny scenes, cool lines, and a lot of bang for the buck.",4.5,2024-03,1,"action:0.17, and:0.11, avengers:0.15, best:0.17, cool:0.30, everything:0.27, for:0.15, from:0.22, funny:0.30, in:0.15, is:0.13, lot:0.28, marvel:0.16, movie:0.11, of:0.23, one:0.16, scenes:0.26, the:0.27, there:0.24, what:0.22, works:0.33"
2024-02-28,I love the dialogue and characterization to the entire plotline and storyline to this movie,4.5,2024-02,28,"and:0.29, dialogue:0.43, entire:0.43, love:0.33, movie:0.15, storyline:0.46, the:0.24, this:0.17, to:0.34"
2024-02-22,"A great, fun film that showcases the acting talents of all shown.",4.5,2024-02,22,"acting:0.57, all:0.32, film:0.33, fun:0.44, great:0.32, of:0.22, that:0.30, the:0.18"
2024-02-19,"Muito bom! Recomendo muito este filme.
Espero muito ver os Heróis mais poderosos da Terra novamente nas telonas.",5.0,2024-02,19,"bom:0.29, filme:0.26, muito:0.92"
2024-02-17,"Groundbreaking for its time. Audiences now days may take team ups and crossovers for granted, but ill never forget the first time i saw Captain America face off against Loki, a villain from another franchise. Nor will I forget seeing characters stand united on screen together without any legal rights interfering. AND there's also the story which is also paced and balanced perfectly. Tom Hiddleston works his evil magic on our hearts.",5.0,2024-02,17,"against:0.18, also:0.28, america:0.15, and:0.17, another:0.18, any:0.15, but:0.09, captain:0.15, characters:0.10, first:0.10, for:0.16, franchise:0.16, from:0.11, hiddleston:0.17, his:0.15, is:0.07, its:0.13, loki:0.12, may:0.18, never:0.15, now:0.15, off:0.14, on:0.22, our:0.16, perfectly:0.16, saw:0.17, screen:0.14, seeing:0.16, stand:0.19, story:0.12, take:0.17, team:0.11, the:0.09, there:0.13, time:0.20, together:0.11, tom:0.17, villain:0.13, which:0.14, will:0.14, without:0.17, works:0.17"
2024-02-16,"Outstanding storyline, great action, great actors.  What a great comic book team-up should look like.",5.0,2024-02,16,"action:0.17, actors:0.29, book:0.25, comic:0.25, great:0.48, like:0.22, look:0.36, should:0.33, storyline:0.34, team:0.22, up:0.19, what:0.22"
2024-02-13,"The culmination of ""Phase One"" arrives to much applause! A cinematic first to show that a collection of a shared universe of movies is possible, to which, many other studios would attempt to formulate themselves with their respective IPs. 

Marvel proved that it's possible to combine many different heroes together. Ensemble movies where you have to share screen time with many protagonists can be tough within itself, giving each their own character arc, all within a 2 1/2 hour timeframe, yet, they made it work. Granted, having most characters already have at least one movie beforehand to set the groundwork up for their character helps.

This movie is a fun movie all around!",5.0,2024-02,13,"all:0.12, around:0.12, at:0.08, be:0.08, can:0.09, character:0.18, characters:0.07, cinematic:0.11, culmination:0.13, different:0.13, each:0.10, ensemble:0.12, first:0.08, for:0.06, fun:0.09, have:0.16, having:0.13, heroes:0.09, is:0.10, it:0.10, least:0.13, made:0.10, many:0.32, marvel:0.06, most:0.10, movie:0.13, movies:0.15, much:0.10, of:0.13, one:0.12, other:0.10, own:0.12, phase:0.11, possible:0.28, screen:0.11, set:0.11, show:0.14, studios:0.14, that:0.12, the:0.07, their:0.28, they:0.08, this:0.05, time:0.07, to:0.35, together:0.08, universe:0.11, up:0.07, where:0.12, which:0.11, with:0.13, work:0.11, would:0.11, yet:0.14, you:0.08"
2024-02-08,"It didn't age well today in my opinion, too goofy and i have a different view on its director after Justice league",3.5,2024-02,8,"after:0.29, age:0.36, and:0.11, didn:0.29, different:0.33, director:0.34, have:0.21, in:0.15, it:0.13, its:0.24, my:0.21, on:0.21, opinion:0.35, too:0.25, well:0.22"
2024-02-01,The fact this has higher ratings than The Dark Knight Rises tells you that millennials that like this movie are betas and don't know anything about film,1.0,2024-02,1,"about:0.23, and:0.09, anything:0.30, are:0.19, dark:0.31, don:0.26, fact:0.33, film:0.15, has:0.20, knight:0.32, know:0.29, like:0.20, movie:0.10, than:0.23, that:0.27, the:0.16, this:0.22, you:0.18"
2024-01-28,A fantastic Superhero movie... You'd absolute like it if you want fun and intense Superhero action! It has everything!,5.0,2024-01,28,"action:0.17, and:0.11, everything:0.29, fantastic:0.29, fun:0.23, has:0.24, if:0.26, it:0.27, like:0.23, movie:0.12, superhero:0.40, want:0.35, you:0.43"
2024-01-10,"A little cartoony, but great for its time",4.0,2024-01,10,"but:0.33, for:0.31, great:0.32, its:0.48, little:0.56, time:0.38"
